individual,repro_output_two,repro_output_one,repro_output,year,site,box,hole,nest_start,straw_id,lookup_id,species,genus,sex,nest_end,nest_duration,emergence_year_plus_one,emergence_year_plus_two,size,parasitized,parasite_id,questionable_id,notes
810,0,0,0,2014,401_trailhead,6b,b4,202,1077,2014.401_trailhead.6b.b4,Megachile_relativa,Megachile,NA,205,4,NA,NA,s,no,NA,NA,NA
811,0,0,0,2014,401_trailhead,7,a1,202,1078,2014.401_trailhead.7.a1,Megachile_pugnata,Megachile,NA,209,8,NA,NA,l,no,NA,NA,NA
812,0,0,0,2014,401_trailhead,7,b2,205,1079,2014.401_trailhead.7.b2,Hoplitus_fulgida,Hoplitus,NA,209,5,NA,NA,s,no,NA,NA,NA
813,0,0,0,2014,401_trailhead,7,b6,223,1104,2014.401_trailhead.7.b6,Megachile_pugnata,Megachile,NA,226,4,NA,NA,l,no,NA,NA,NA
816,0,0,0,2014,401_trailhead,9,b9,195,1054,2014.401_trailhead.9.b9,Osmia_montana,Osmia,NA,216,22,NA,NA,l,no,NA,NA,NA
817,0,0,0,2014,401_trailhead,9,c2,177,1058,2014.401_trailhead.9.c2,Osmia_montana,Osmia,NA,188,12,NA,NA,l,no,NA,NA,NA
819,0,0,0,2014,401_trailhead,9,c4,187,1056,2014.401_trailhead.9.c4,Megachile_relativa,Megachile,NA,188,1,NA,NA,s,no,NA,NA,NA
821,0,0,0,2014,401_trailhead,9,c8,177,1059,2014.401_trailhead.9.c8,Osmia_montana,Osmia,NA,188,12,NA,NA,l,no,NA,NA,NA
828,0,0,0,2014,401_trailhead,9b,b4,226,1017,2014.401_trailhead.9b.b4,Osmia_montana,Osmia,NA,237,12,NA,NA,s,no,NA,NA,NA
833,0,0,0,2014,avalanche,10,a1,202,830,2014.avalanche.10.a1,Megachile_relativa,Megachile,NA,216,15,NA,NA,s,no,NA,NA,NA
835,0,0,0,2014,avalanche,10,c7,229,831,2014.avalanche.10.c7,Megachile_pugnata,Megachile,NA,230,1,NA,NA,l,no,NA,NA,break_in
838,0,0,0,2014,avalanche,2b,a1,188,829,2014.avalanche.2b.a1,Megachile_relativa,Megachile,NA,191,4,NA,NA,s,no,NA,NA,NA
841,0,0,0,2014,avalanche,3,a4,209,839,2014.avalanche.3.a4,Megachile_relativa,Megachile,NA,216,8,NA,NA,s,no,NA,NA,NA
851,0,0,0,2014,baker,2,c1,202,882,2014.baker.2.c1,Megachile_relativa,Megachile,NA,223,22,NA,NA,m,no,NA,NA,NA
858,0,0,0,2014,baker,3b,b1,216,859,2014.baker.3b.b1,Megachile_relativa,Megachile,NA,223,8,NA,NA,m,no,NA,NA,NA
873,0,0,0,2014,baker,6,b1,216,883,2014.baker.6.b1,Megachile_relativa,Megachile,NA,223,8,NA,NA,s,no,NA,NA,NA
882,0,0,0,2014,baker,9b,b1,188,873,2014.baker.9b.b1,Megachile_relativa,Megachile,NA,195,8,NA,NA,m,no,NA,NA,NA
883,0,0,0,2014,baker,9b,c1,195,874,2014.baker.9b.c1,Megachile_relativa,Megachile,NA,202,8,NA,NA,s,no,NA,NA,NA
887,0,0,0,2014,bench_aspen,2,b1,188,847,2014.bench_aspen.2.b1,Megachile_relativa,Megachile,NA,191,4,NA,NA,m,no,NA,NA,NA
888,0,0,0,2014,bench_aspen,3,b1,209,849,2014.bench_aspen.3.b1,Megachile_relativa,Megachile,NA,219,11,NA,NA,m,no,NA,NA,NA
898,0,0,0,2014,ehrlich,10b,b1,191,917,2014.ehrlich.10b.b1,Megachile_relativa,Megachile,NA,198,8,NA,NA,s,no,NA,NA,NA
899,0,0,0,2014,ehrlich,10b,b2,188,918,2014.ehrlich.10b.b2,Megachile_relativa,Megachile,NA,195,8,NA,NA,m,no,NA,NA,NA
904,0,0,0,2014,ehrlich,2,a9,181,912,2014.ehrlich.2.a9,Osmia_montana,Osmia,NA,184,4,NA,NA,m,no,NA,NA,NA
905,0,0,0,2014,ehrlich,3,a1,201,921,2014.ehrlich.3.a1,Hoplitus_fulgida,Hoplitus,NA,202,1,NA,NA,s,no,NA,NA,NA
920,0,0,0,2014,ehrlich,3b,a3,209,939,2014.ehrlich.3b.a3,Megachile_relativa,Megachile,NA,216,8,NA,NA,s,no,NA,NA,NA
922,0,0,0,2014,ehrlich,3b,b2,209,940,2014.ehrlich.3b.b2,Megachile_relativa,Megachile,NA,219,11,NA,NA,m,no,NA,NA,nx
934,0,0,0,2014,ehrlich,7,b2,205,928,2014.ehrlich.7.b2,Megachile_relativa,Megachile,NA,209,5,NA,NA,m,no,NA,NA,NA
940,0,0,0,2014,ehrlich,8,a8,187,913,2014.ehrlich.8.a8,Megachile_relativa,Megachile,NA,188,1,NA,NA,m,no,NA,NA,NA
948,0,0,0,2014,ehrlich,9b,b1,198,916,2014.ehrlich.9b.b1,Megachile_relativa,Megachile,NA,205,8,NA,NA,m,no,NA,NA,NA
984,0,0,0,2014,forrest_meadow,18,b1,201,1248,2014.forrest_meadow.18.b1,Megachile_relativa,Megachile,NA,202,1,NA,NA,s,no,NA,NA,NA
997,0,0,0,2014,forrest_meadow,3,b2,198,1236,2014.forrest_meadow.3.b2,Megachile_relativa,Megachile,NA,202,5,NA,NA,m,no,NA,NA,NA
1015,0,0,0,2014,forrest_meadow,7,a1,201,1245,2014.forrest_meadow.7.a1,Hoplitus_fulgida,Hoplitus,NA,202,1,NA,NA,s,no,NA,NA,uncertain_dates
1017,0,0,0,2014,forrest_meadow,7,a5,181,1220,2014.forrest_meadow.7.a5,Osmia_montana,Osmia,NA,188,8,NA,NA,m,no,NA,NA,NA
1021,0,0,0,2014,forrest_meadow,7,b4,180,1225,2014.forrest_meadow.7.b4,Osmia_montana,Osmia,NA,181,1,NA,NA,m,no,NA,NA,NA
1027,0,0,0,2014,judd_falls,3b,a3,209,971,2014.judd_falls.3b.a3,Osmia_montana,Osmia,NA,219,11,NA,NA,m,no,NA,NA,NA
1029,0,0,0,2014,judd_falls,3b,b4,202,970,2014.judd_falls.3b.b4,Osmia_montana,Osmia,NA,209,8,NA,NA,m,no,NA,NA,NA
1031,0,0,0,2014,judd_falls,3b,c2,202,969,2014.judd_falls.3b.c2,Osmia_montana,Osmia,NA,209,8,NA,NA,m,no,NA,NA,NA
1032,0,0,0,2014,judd_falls,4,b1,223,977,2014.judd_falls.4.b1,Megachile_relativa,Megachile,NA,230,8,NA,NA,m,no,NA,NA,NA
1034,0,0,0,2014,judd_falls,4b,a3,233,979,2014.judd_falls.4b.a3,Megachile_relativa,Megachile,NA,237,5,NA,NA,m,no,NA,NA,NA
1037,0,0,0,2014,judd_falls,5,a3,205,949,2014.judd_falls.5.a3,Osmia_montana,Osmia,NA,219,15,NA,NA,s,no,NA,NA,NA
1042,0,0,0,2014,judd_falls,5c,a4,202,966,2014.judd_falls.5c.a4,Megachile_relativa,Megachile,NA,205,4,NA,NA,s,no,NA,NA,NA
1053,0,0,0,2014,judd_falls,8b,a4,170,956,2014.judd_falls.8b.a4,Osmia_montana,Osmia,NA,177,8,NA,NA,s,no,NA,NA,NA
1057,0,0,0,2014,judd_falls,8b,c1,209,953,2014.judd_falls.8b.c1,Megachile_pugnata,Megachile,NA,216,8,NA,NA,l,no,NA,NA,NA
1060,0,0,0,2014,pelton_bench,1,a7,174,1107,2014.pelton_bench.1.a7,Osmia_montana,Osmia,NA,181,8,NA,NA,l,no,NA,NA,NA
1065,0,0,0,2014,pelton_bench,10,a5,191,1150,2014.pelton_bench.10.a5,Osmia_montana,Osmia,NA,202,12,NA,NA,m,no,NA,NA,NA
1067,0,0,0,2014,pelton_bench,10,b1,191,1151,2014.pelton_bench.10.b1,Osmia_montana,Osmia,NA,205,15,NA,NA,m,no,NA,NA,NA
1076,0,0,0,2014,pelton_bench,1b,c1,177,1138,2014.pelton_bench.1b.c1,Osmia_montana,Osmia,NA,181,5,NA,NA,s,no,NA,NA,NA
1089,0,0,0,2014,pelton_bench,3,b10,198,1159,2014.pelton_bench.3.b10,Hoplitus_fulgida,Hoplitus,NA,202,5,NA,NA,m,no,NA,NA,NA
1090,0,0,0,2014,pelton_bench,3,b2,198,1157,2014.pelton_bench.3.b2,Hoplitus_fulgida,Hoplitus,NA,202,5,NA,NA,s,no,NA,NA,NA
1093,0,0,0,2014,pelton_bench,3,b5,191,1120,2014.pelton_bench.3.b5,Hoplitus_fulgida,Hoplitus,NA,195,5,NA,NA,s,no,NA,NA,NA
1093,0,0,0,2014,pelton_bench,3,b5,191,1120,2014.pelton_bench.3.b5,Hoplitus_fulgida,Hoplitus,NA,202,12,NA,NA,s,no,NA,NA,NA
1094,0,0,0,2014,pelton_bench,3,b7,198,1158,2014.pelton_bench.3.b7,Megachile_relativa,Megachile,NA,202,5,NA,NA,m,no,NA,NA,NA
1098,0,0,0,2014,pelton_bench,3,c3,198,1161,2014.pelton_bench.3.c3,Hoplitus_fulgida,Hoplitus,NA,202,5,NA,NA,m,no,NA,NA,NA
1100,0,0,0,2014,pelton_bench,3,c8,205,1164,2014.pelton_bench.3.c8,Megachile_pugnata,Megachile,NA,209,5,NA,NA,l,no,NA,NA,NA
1102,0,0,0,2014,pelton_bench,3b,b1,177,1135,2014.pelton_bench.3b.b1,Osmia_montana,Osmia,NA,191,15,NA,NA,s,no,NA,NA,NA
1103,0,0,0,2014,pelton_bench,3b,b3,191,1136,2014.pelton_bench.3b.b3,Osmia_montana,Osmia,NA,209,19,NA,NA,s,no,NA,NA,NA
1107,0,0,0,2014,pelton_bench,4,a4,209,1172,2014.pelton_bench.4.a4,Megachile_relativa,Megachile,NA,226,18,NA,NA,m,no,NA,NA,NA
1109,0,0,0,2014,pelton_bench,4,a6,226,1175,2014.pelton_bench.4.a6,Megachile_pugnata,Megachile,NA,230,5,NA,NA,l,no,Coelioxys sp,NA,Coelioxys
1111,0,0,0,2014,pelton_bench,4,c3,216,1174,2014.pelton_bench.4.c3,Osmia_montana,Osmia,NA,219,4,NA,NA,s,no,NA,NA,NA
1113,0,0,0,2014,pelton_bench,5,b1,195,1132,2014.pelton_bench.5.b1,Megachile_relativa,Megachile,NA,198,4,NA,NA,m,no,NA,NA,NA
1115,0,0,0,2014,pelton_bench,5,b7,191,1133,2014.pelton_bench.5.b7,Megachile_relativa,Megachile,NA,195,5,NA,NA,m,no,NA,NA,NA
1119,0,0,0,2014,pelton_bench,8,a4,191,1124,2014.pelton_bench.8.a4,Osmia_montana,Osmia,NA,195,5,NA,NA,m,no,NA,NA,NA
1120,0,0,0,2014,pelton_bench,8,b1,198,1156,2014.pelton_bench.8.b1,Hoplitus_fulgida,Hoplitus,NA,205,8,NA,NA,s/m,no,NA,NA,NA
1125,0,0,0,2014,pelton_bench,9,a2,205,1165,2014.pelton_bench.9.a2,Osmia_montana,Osmia,NA,209,5,NA,NA,s,no,NA,NA,NA
1126,0,0,0,2014,pelton_bench,9,a4,205,1166,2014.pelton_bench.9.a4,Osmia_montana,Osmia,NA,223,19,NA,NA,m,no,NA,NA,NA
1128,0,0,0,2014,pelton_bench,9,b2,208,1167,2014.pelton_bench.9.b2,Megachile_pugnata,Megachile,NA,209,1,NA,NA,l,no,NA,NA,NA
1129,0,0,0,2014,pelton_bench,9,b5,188,1145,2014.pelton_bench.9.b5,Megachile_pugnata,Megachile,NA,198,11,NA,NA,l,no,NA,NA,NA
1131,0,0,0,2014,pelton_bench,9,c2,212,1168,2014.pelton_bench.9.c2,Megachile_pugnata,Megachile,NA,223,12,NA,NA,l,no,NA,NA,NA
1134,0,0,0,2014,pelton_bench,9b,b1,202,1154,2014.pelton_bench.9b.b1,Megachile_relativa,Megachile,NA,209,8,NA,NA,s,no,NA,NA,NA
1136,0,0,0,2014,pelton_bench,9b,b4,209,1155,2014.pelton_bench.9b.b4,Osmia_montana,Osmia,NA,212,4,NA,NA,m,no,NA,NA,NA
1137,0,0,0,2014,pelton_bench,9b,c1,191,1129,2014.pelton_bench.9b.c1,Osmia_montana,Osmia,NA,219,29,NA,NA,s,no,NA,NA,NA
1140,0,0,0,2014,pelton_bench,9b,c4,170,1127,2014.pelton_bench.9b.c4,Osmia_montana,Osmia,NA,184,15,NA,NA,s,no,NA,NA,NA
1142,0,0,0,2014,townsite,1,b2,209,804,2014.townsite.1.b2,Megachile_pugnata,Megachile,NA,216,8,NA,NA,l,no,NA,NA,nx
1154,0,0,0,2014,townsite,2,b7,187,749,2014.townsite.2.b7,Megachile_relativa,Megachile,NA,188,1,NA,NA,m,no,NA,NA,NA
1155,0,0,0,2014,townsite,2,b9,187,750,2014.townsite.2.b9,Megachile_relativa,Megachile,NA,188,1,NA,NA,s,no,NA,NA,NA
1156,0,0,0,2014,townsite,2,c1,205,801,2014.townsite.2.c1,Megachile_pugnata,Megachile,NA,212,8,NA,NA,l,no,NA,NA,NA
1157,0,0,0,2014,townsite,2,c2,191,752,2014.townsite.2.c2,Megachile_relativa,Megachile,NA,198,8,NA,NA,s,no,NA,NA,NA
1158,0,0,0,2014,townsite,2,c4,209,802,2014.townsite.2.c4,Osmia_montana,Osmia,NA,226,18,NA,NA,l,no,NA,NA,NA
1161,0,0,0,2014,townsite,4,a5,190,762,2014.townsite.4.a5,Megachile_relativa,Megachile,NA,191,1,NA,NA,s,no,NA,NA,NA
1173,0,0,0,2014,townsite,5,b8,167,720,2014.townsite.5.b8,Osmia_montana,Osmia,NA,174,8,NA,NA,m,no,NA,yes,NA
1178,0,0,0,2014,townsite,5,c9,167,719,2014.townsite.5.c9,Osmia_montana,Osmia,NA,174,8,NA,NA,m,no,NA,yes,NA
1179,0,0,0,2014,townsite,5b,c1,223,778,2014.townsite.5b.c1,Megachile_relativa,Megachile,NA,230,8,NA,NA,m,no,NA,NA,NA
1183,0,0,0,2014,townsite,5c,b1,195,773,2014.townsite.5c.b1,Megachile_relativa,Megachile,NA,202,8,NA,NA,m,no,NA,NA,break_in
1188,0,0,0,2014,townsite,6,a4,229,806,2014.townsite.6.a4,Megachile_pugnata,Megachile,NA,230,1,NA,NA,l,no,NA,NA,NA
1191,0,0,0,2014,townsite,6,c2,216,807,2014.townsite.6.c2,Megachile_relativa,Megachile,NA,223,8,NA,NA,m,no,NA,NA,NA
1194,0,0,0,2014,townsite,6b,a3,212,791,2014.townsite.6b.a3,Megachile_pugnata,Megachile,NA,219,8,NA,NA,m,no,NA,NA,NA
1195,0,0,0,2014,townsite,6c,a1,209,787,2014.townsite.6c.a1,Osmia_montana,Osmia,NA,219,11,NA,NA,l,no,NA,NA,NA
1197,0,0,0,2014,townsite,6c,a3,188,760,2014.townsite.6c.a3,Megachile_relativa,Megachile,NA,195,8,NA,NA,m,no,NA,NA,NA
1198,0,0,0,2014,townsite,6c,b1,184,758,2014.townsite.6c.b1,Megachile_relativa,Megachile,NA,191,8,NA,NA,m,no,NA,NA,NA
1199,0,0,0,2014,townsite,6c,b3,216,809,2014.townsite.6c.b3,Osmia_montana,Osmia,NA,230,15,NA,NA,s,no,NA,NA,NA
1201,0,0,0,2014,townsite,6c,c1,188,759,2014.townsite.6c.c1,Megachile_relativa,Megachile,NA,195,8,NA,NA,s,no,NA,NA,NA
1207,0,0,0,2014,townsite,7c,b1,212,754,2014.townsite.7c.b1,Megachile_relativa,Megachile,NA,216,5,NA,NA,m,no,NA,NA,NA
1210,0,0,0,2014,townsite,7c,c4,194,783,2014.townsite.7c.c4,Hoplitus_fulgida,Hoplitus,NA,195,1,NA,NA,s,no,NA,NA,NA
1216,0,0,0,2014,townsite,8c,a1,202,776,2014.townsite.8c.a1,Hoplitus_fulgida,Hoplitus,NA,205,4,NA,NA,m,no,NA,NA,NA
1218,0,0,0,2014,townsite,8c,b1,181,743,2014.townsite.8c.b1,Hoplitus_fulgida,Hoplitus,NA,184,4,NA,NA,s,no,NA,yes,NA
1220,0,0,0,2014,townsite,8c,c4,209,777,2014.townsite.8c.c4,Megachile_relativa,Megachile,NA,216,8,NA,NA,m,no,NA,NA,NA
1221,0,0,0,2014,townsite,8d,a1,202,781,2014.townsite.8d.a1,Megachile_pugnata,Megachile,NA,209,8,NA,NA,l,no,NA,NA,NA
1228,0,0,0,2014,townsite,8d,c4,204,782,2014.townsite.8d.c4,Osmia_montana,Osmia,NA,205,1,NA,NA,s,no,NA,NA,NA
1229,0,0,0,2014,townsite,9,a3,205,798,2014.townsite.9.a3,Megachile_relativa,Megachile,NA,226,22,NA,NA,l,no,NA,NA,NA
1234,0,0,0,2014,townsite,9,c1,202,796,2014.townsite.9.c1,Megachile_pugnata,Megachile,NA,209,8,NA,NA,l,no,NA,NA,NA
1236,0,0,0,2014,townsite,9,c6,205,800,2014.townsite.9.c6,Osmia_montana,Osmia,NA,223,19,NA,NA,m,no,NA,NA,NA
1237,0,0,0,2014,treasury,1,a1,191,812,2014.treasury.1.a1,Megachile_pugnata,Megachile,NA,195,5,NA,NA,l,no,NA,NA,NA
1243,0,0,0,2014,treasury,10b,a1,188,816,2014.treasury.10b.a1,Megachile_relativa,Megachile,NA,195,8,NA,NA,s,no,NA,NA,nx
1250,0,0,0,2014,treasury,5,a2,202,825,2014.treasury.5.a2,Megachile_relativa,Megachile,NA,205,4,NA,NA,m,no,NA,NA,NA
1258,0,0,0,2014,weather_station,10,b9,229,1013,2014.weather_station.10.b9,Megachile_pugnata,Megachile,NA,230,1,NA,NA,l,no,NA,NA,nx
1267,0,0,0,2014,weather_station,4,b2,202,990,2014.weather_station.4.b2,Hoplitus_fulgida,Hoplitus,NA,205,4,NA,NA,s,no,NA,NA,NA
1269,0,0,0,2014,weather_station,4b,b4,205,992,2014.weather_station.4b.b4,Megachile_relativa,Megachile,NA,209,5,NA,NA,m,no,NA,NA,NA
1271,0,0,0,2014,weather_station,5,b1,205,988,2014.weather_station.5.b1,Hoplitus_fulgida,Hoplitus,NA,209,5,NA,NA,m,no,NA,NA,NA
1272,0,0,0,2014,weather_station,5,c1,184,989,2014.weather_station.5.c1,Hoplitus_fulgida,Hoplitus,NA,198,15,NA,NA,s,no,NA,NA,NA
1292,0,0,0,2015,401_trailhead,10,a3,202,1394,2015.401_trailhead.10.a3,Osmia_montana,Osmia,NA,208,7,NA,NA,m,no,NA,NA,NA
1301,0,0,0,2015,401_trailhead,10,c5,202,1402,2015.401_trailhead.10.c5,Megachile_relativa,Megachile,NA,208,7,NA,NA,m,no,NA,NA,NA
1302,0,0,0,2015,401_trailhead,10b,a1,196,1400,2015.401_trailhead.10b.a1,Megachile_relativa,Megachile,NA,197,1,NA,NA,s,no,NA,NA,NA
1318,0,0,0,2015,401_trailhead,2b,a1,169,1331,2015.401_trailhead.2b.a1,Osmia_coloradensis,Osmia,NA,173,5,NA,NA,s,no,NA,NA,NA
1320,0,0,0,2015,401_trailhead,2b,a3,183,1356,2015.401_trailhead.2b.a3,Osmia_coloradensis,Osmia,NA,197,15,NA,NA,s,no,NA,yes,NA
1322,0,0,0,2015,401_trailhead,2b,b2,155,1330,2015.401_trailhead.2b.b2,Osmia_coloradensis,Osmia,NA,169,15,NA,NA,s,no,NA,NA,NA
1323,0,0,0,2015,401_trailhead,3,a10,173,1364,2015.401_trailhead.3.a10,Osmia_montana,Osmia,NA,183,11,NA,NA,l,no,NA,NA,NA
1326,0,0,0,2015,401_trailhead,3,a7,183,1360,2015.401_trailhead.3.a7,Osmia_montana,Osmia,NA,202,20,NA,NA,l,no,NA,NA,NA
1331,0,0,0,2015,401_trailhead,3,c5,173,1367,2015.401_trailhead.3.c5,Osmia_coloradensis,Osmia,NA,187,15,NA,NA,l,no,NA,NA,NA
1333,0,0,0,2015,401_trailhead,3,c9,173,1369,2015.401_trailhead.3.c9,Osmia_montana,Osmia,NA,180,8,NA,NA,m,no,NA,NA,NA
1337,0,0,0,2015,401_trailhead,3b,c1,176,1373,2015.401_trailhead.3b.c1,Osmia_montana,Osmia,NA,193,18,NA,NA,s,no,NA,NA,NA
1341,0,0,0,2015,401_trailhead,4,a2,166,1335,2015.401_trailhead.4.a2,Osmia_coloradensis,Osmia,NA,180,15,NA,NA,m,no,NA,NA,NA
1343,0,0,0,2015,401_trailhead,4,c6,162,1334,2015.401_trailhead.4.c6,Osmia_coloradensis,Osmia,NA,180,19,NA,NA,m,no,NA,NA,NA
1354,0,0,0,2015,401_trailhead,5,a8,173,1377,2015.401_trailhead.5.a8,Osmia_montana,Osmia,NA,187,15,NA,NA,m,no,NA,NA,NA
1355,0,0,0,2015,401_trailhead,5,a9,187,1390,2015.401_trailhead.5.a9,Osmia_montana,Osmia,NA,190,4,NA,NA,l,no,NA,NA,same as 6a ??
1363,0,0,0,2015,401_trailhead,5,c9,180,1384,2015.401_trailhead.5.c9,Osmia_montana,Osmia,NA,190,11,NA,NA,m,no,NA,NA,NA
1365,0,0,0,2015,401_trailhead,6,a4,180,1381,2015.401_trailhead.6.a4,Osmia_montana,Osmia,NA,187,8,NA,NA,s,no,NA,NA,NA
1370,0,0,0,2015,401_trailhead,6b,c4,190,1393,2015.401_trailhead.6b.c4,Megachile_relativa,Megachile,NA,202,13,NA,NA,m,no,NA,NA,NA
1372,0,0,0,2015,401_trailhead,7,b7,173,1346,2015.401_trailhead.7.b7,Megachile_relativa,Megachile,NA,176,4,NA,NA,m,no,NA,NA,NA
1374,0,0,0,2015,avalanche,1,a1,202,1622,2015.avalanche.1.a1,Megachile_relativa,Megachile,NA,208,7,NA,NA,m,no,NA,yes,start date 7/30 (7/27)
1380,0,0,0,2015,avalanche,4,b3,173,1621,2015.avalanche.4.b3,Osmia_coloradensis,Osmia,NA,190,18,NA,NA,m,no,NA,NA,NA
1382,0,0,0,2015,baker,10,b4,180,1503,2015.baker.10.b4,Osmia_coloradensis,Osmia,NA,183,4,NA,NA,m,no,NA,NA,NA
1393,0,0,0,2015,baker,5,c4,159,1483,2015.baker.5.c4,Osmia_coloradensis,Osmia,NA,173,15,NA,NA,m,no,NA,NA,NA
1395,0,0,0,2015,baker,5c,a3,162,1487,2015.baker.5c.a3,Osmia_coloradensis,Osmia,NA,173,12,NA,NA,s,no,NA,NA,NA
1396,0,0,0,2015,baker,5c,b3,162,1488,2015.baker.5c.b3,Osmia_coloradensis,Osmia,NA,173,12,NA,NA,s,no,NA,yes,NA
1398,0,0,0,2015,baker,5c,c3,169,1489,2015.baker.5c.c3,Osmia_coloradensis,Osmia,NA,173,5,NA,NA,s,no,NA,yes,NA
1413,0,0,0,2015,bench_aspen,6,a5,183,1617,2015.bench_aspen.6.a5,Megachile_relativa,Megachile,NA,187,5,NA,NA,m,no,NA,yes,"2015 August Check, green plug- megachile?"
1416,0,0,0,2015,ehrlich,10b,a2,166,1515,2015.ehrlich.10b.a2,Osmia_coloradensis,Osmia,NA,173,8,NA,NA,s,no,NA,NA,NA
1421,0,0,0,2015,ehrlich,4,a5,217,1533,2015.ehrlich.4.a5,Megachile_relativa,Megachile,NA,218,1,NA,NA,s,no,NA,yes,nest end 8/3?
1424,0,0,0,2015,ehrlich,4,b4,173,1530,2015.ehrlich.4.b4,Osmia_coloradensis,Osmia,NA,180,8,NA,NA,s,no,NA,NA,NA
1425,0,0,0,2015,ehrlich,4,c6,194,1532,2015.ehrlich.4.c6,Osmia_coloradensis,Osmia,NA,197,4,NA,NA,m,no,NA,NA,NA
1435,0,0,0,2015,ehrlich,9,b4,166,1517,2015.ehrlich.9.b4,Osmia_coloradensis,Osmia,NA,173,8,NA,NA,m,no,NA,NA,NA
1437,0,0,0,2015,ehrlich,9,b8,180,1521,2015.ehrlich.9.b8,Osmia_coloradensis,Osmia,NA,187,8,NA,NA,s,no,NA,NA,NA
1438,0,0,0,2015,ehrlich,9,c3,187,1518,2015.ehrlich.9.c3,Megachile_relativa,Megachile,NA,208,22,NA,NA,m,no,NA,NA,NA
1439,0,0,0,2015,ehrlich,9,c4,173,1519,2015.ehrlich.9.c4,Osmia_coloradensis,Osmia,NA,176,4,NA,NA,s,no,NA,NA,NA
1455,0,0,0,2015,forrest_meadow,2,c4,183,1467,2015.forrest_meadow.2.c4,Osmia_montana,Osmia,NA,194,12,NA,NA,l,no,NA,NA,NA
1456,0,0,0,2015,forrest_meadow,2,c7,173,1468,2015.forrest_meadow.2.c7,Osmia_montana,Osmia,NA,180,8,NA,NA,l,no,NA,NA,"nest_end NX, pollen"
1462,0,0,0,2015,pelton_bench,1,b2,166,1258,2015.pelton_bench.1.b2,Osmia_montana,Osmia,NA,173,8,NA,NA,s,no,NA,NA,NA
1463,0,0,0,2015,pelton_bench,1,c1,173,1283,2015.pelton_bench.1.c1,Osmia_montana,Osmia,NA,176,4,NA,NA,s,no,NA,NA,NA
1483,0,0,0,2015,pelton_bench,2,c8,169,1261,2015.pelton_bench.2.c8,Osmia_montana,Osmia,NA,173,5,NA,NA,s,no,NA,yes,NA
1485,0,0,0,2015,pelton_bench,2b,a3,162,1254,2015.pelton_bench.2b.a3,Osmia_coloradensis,Osmia,NA,169,8,NA,NA,s,no,NA,NA,pollen
1488,0,0,0,2015,pelton_bench,2b,b4,162,1255,2015.pelton_bench.2b.b4,Osmia_coloradensis,Osmia,NA,176,15,NA,NA,s,no,NA,NA,bee +sand mud plug
1490,0,0,0,2015,pelton_bench,2b,c1,175,1288,2015.pelton_bench.2b.c1,Osmia_montana,Osmia,NA,176,1,NA,NA,l,no,NA,yes,NA
1495,0,0,0,2015,pelton_bench,3,a5,162,1264,2015.pelton_bench.3.a5,Osmia_montana,Osmia,NA,176,15,NA,NA,l,no,NA,yes,pollen+ bee
1496,0,0,0,2015,pelton_bench,3,a6,162,1265,2015.pelton_bench.3.a6,Osmia_montana,Osmia,NA,173,12,NA,NA,l,no,NA,yes,NA
1498,0,0,0,2015,pelton_bench,3,c5,168,1266,2015.pelton_bench.3.c5,Osmia_montana,Osmia,NA,169,1,NA,NA,l,no,NA,NA,NA
1499,0,0,0,2015,pelton_bench,3,c8,172,1268,2015.pelton_bench.3.c8,Osmia_montana,Osmia,NA,173,1,NA,NA,l,no,NA,yes,NA
1502,0,0,0,2015,pelton_bench,3b,c3,180,1305,2015.pelton_bench.3b.c3,Osmia_montana,Osmia,NA,187,8,NA,NA,m,no,NA,NA,NA
1504,0,0,0,2015,pelton_bench,3c,c2,173,1267,2015.pelton_bench.3c.c2,Osmia_coloradensis,Osmia,NA,180,8,NA,NA,s,no,NA,yes,NA
1513,0,0,0,2015,pelton_bench,5,c4,176,1291,2015.pelton_bench.5.c4,Osmia_coloradensis,Osmia,NA,180,5,NA,NA,s,no,NA,NA,NA
1524,0,0,0,2015,pelton_bench,8,a8,186,1318,2015.pelton_bench.8.a8,Osmia_montana,Osmia,NA,187,1,NA,NA,m,no,NA,NA,NA
1525,0,0,0,2015,pelton_bench,8,b2,208,1317,2015.pelton_bench.8.b2,Megachile_relativa,Megachile,NA,218,11,NA,NA,l,no,NA,yes,NA
1528,0,0,0,2015,pelton_bench,8b,a1,166,1275,2015.pelton_bench.8b.a1,Osmia_coloradensis,Osmia,NA,180,15,NA,NA,m,no,NA,yes,1/2 on 7/25
1529,0,0,0,2015,pelton_bench,8b,a3,173,1278,2015.pelton_bench.8b.a3,Osmia_montana,Osmia,NA,180,8,NA,NA,l,no,NA,NA,NA
1531,0,0,0,2015,pelton_bench,8b,b2,180,1302,2015.pelton_bench.8b.b2,Osmia_montana,Osmia,NA,194,15,NA,NA,l,no,NA,NA,NA
1532,0,0,0,2015,pelton_bench,8b,b3,180,1301,2015.pelton_bench.8b.b3,Osmia_montana,Osmia,NA,194,15,NA,NA,s,no,NA,NA,NA
1533,0,0,0,2015,pelton_bench,8b,b4,166,1277,2015.pelton_bench.8b.b4,Osmia_coloradensis,Osmia,NA,173,8,NA,NA,s,no,NA,NA,NA
1534,0,0,0,2015,pelton_bench,8b,c4,173,1279,2015.pelton_bench.8b.c4,Osmia_montana,Osmia,NA,187,15,NA,NA,m,no,NA,NA,1/3 on 7/25
